city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,CONTINENT
Buzău,Buzau,45.1531,26.8208,Romania,RO,ROU,Buzău,admin,103481,1642794918,E
Hounslow,Hounslow,51.4668,-0.375,United Kingdom,GB,GBR,Hounslow,,103337,1826943293,E
Hanau,Hanau,50.1328,8.9169,Germany,DE,DEU,Hesse,minor,103184,1276550409,E
Wembley,Wembley,51.5528,-0.2979,United Kingdom,GB,GBR,Brent,,102856,1826635683,E
Telde,Telde,27.9833,-15.4167,Spain,ES,ESP,Canary Islands,,102769,1724281666,E
Piacenza,Piacenza,45.05,9.7,Italy,IT,ITA,Emilia-Romagna,minor,102465,1380821832,E
Gütersloh,Gutersloh,51.9,8.3833,Germany,DE,DEU,North Rhine-Westphalia,minor,102464,1276587494,E
Hildesheim,Hildesheim,52.15,9.95,Germany,DE,DEU,Lower Saxony,minor,102325,1276244190,E
Olomouc,Olomouc,49.5939,17.2508,Czechia,CZ,CZE,Olomoucký Kraj,admin,102293,1203328061,E
Siegen,Siegen,50.8833,8.0167,Germany,DE,DEU,North Rhine-Westphalia,minor,102114,1276268768,E
San Vicente de Baracaldo,San Vicente de Baracaldo,43.2972,-2.9917,Spain,ES,ESP,Basque Country,,101984,1724451934,E
Worcester,Worcester,52.1911,-2.2206,United Kingdom,GB,GBR,Worcestershire,,101891,1826393854,E
Eastbourne,Eastbourne,50.77,0.28,United Kingdom,GB,GBR,East Sussex,,101547,1826356320,E
Kaiserslautern,Kaiserslautern,49.4447,7.7689,Germany,DE,DEU,Rhineland-Palatinate,minor,101486,1276674534,E
Pavlohrad,Pavlohrad,48.5167,35.8667,Ukraine,UA,UKR,Dnipropetrovska Oblast,minor,101430,1804162854,E
Klagenfurt,Klagenfurt,46.6167,14.3,Austria,AT,AUT,Kärnten,admin,101403,1040149651,E
Novara,Novara,45.45,8.62,Italy,IT,ITA,Piedmont,minor,101257,1380911437,E
Deventer,Deventer,52.25,6.2,Netherlands,NL,NLD,Overijssel,minor,101236,1528681564,E
Vaciamadrid,Vaciamadrid,40.3394,-3.5181,Spain,ES,ESP,Madrid,,100250,1724369937,E
Cottbus,Cottbus,51.7606,14.3342,Germany,DE,DEU,Brandenburg,minor,100010,1276436655,E
